,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
576,5,2001-05-28,0,0,3,0,2,0,5,2001,5,28,32.8,25.0,28.9,7.8,7.9,0,2001,5,28,299.46,296.3,82.95,17.7,298.2,301.6,3.2,3.400000000000034,299.9,22,22.0, 1.977333e-01, 6.190000e-02, 1.659857e-01, 3.330000e-02
577,6,2001-06-04,0,0,8,0,4,4,16,2001,6,4,31.7,25.0,28.4,6.7,0.0,30.3,2001,6,4,299.71,295.15,76.35,16.51,297.6,301.2,0.8,3.599999999999966,299.4,23,23.0, 1.706286e-01, 3.120000e-02, 1.901000e-01, 2.535000e-02
578,7,2001-06-11,0,0,7,0,4,1,12,2001,6,11,32.2,25.0,28.6,7.2,0.0,0,2001,6,11,300.54,295.65,74.88,17,298.3,302.2,0,3.8999999999999773,300.25,24,24.0, 2.708714e-01, NaN, 2.212000e-01, 2.710000e-02
579,8,2001-06-18,0,0,5,0,4,2,11,2001,6,18,31.7,23.9,27.8,7.8,0.0,14.74,2001,6,18,300.16,296.4,79.85,17.82,298.5,301.8,2.82,3.3000000000000114,300.15,25,25.0, 1.246571e-01, -2.865000e-02, 1.255571e-01, -1.266667e-02
580,9,2001-06-25,0,0,4,0,11,3,18,2001,6,25,30.6,25.0,27.8,5.6,2.5,22.64,2001,6,25,299.97,296.4,80.68,17.74,299.1,300.5,8.57,1.3999999999999773,299.8,26,26.0, 2.032571e-01, 2.185000e-02, 1.855857e-01, -6.010000e-02
581,10,2001-07-02,0,1,3,0,5,1,10,2001,7,2,32.8,25.6,29.2,7.2,0.3,2.49,2001,7,2,300.06,297.2,84.42,18.69,298.9,301.9,7.3,3,300.4,27,27.0, 2.069143e-01, -2.270000e-02, 1.882286e-01, 9.093333e-02
582,11,2001-07-09,0,0,4,0,13,5,22,2001,7,9,31.1,25.6,28.4,5.5,0.0,0,2001,7,9,300.15,295.72,76.9,17.08,298.2,301.6,0,3.400000000000034,299.9,28,28.0, 1.961143e-01, -8.170000e-02, 1.808000e-01, 2.870000e-02
583,12,2001-07-16,0,0,2,0,12,0,14,2001,7,16,32.2,24.4,28.3,7.8,0.0,10.94,2001,7,16,301.25,296.12,73.77,17.52,299.6,303.1,0.2,3.5,301.35,29,29.0, 2.002286e-01, 7.300000e-03, 1.976857e-01, 6.943333e-02
584,13,2001-07-23,0,0,5,0,9,2,16,2001,7,23,32.8,24.4,28.6,8.4,0.5,2.45,2001,7,23,300.26,296.73,81.05,18.15,299.1,301.5,5.13,2.3999999999999773,300.3,30,30.0, 1.865714e-01, -1.980000e-02, 1.818000e-01, 5.700000e-03
585,14,2001-07-30,0,0,8,0,10,0,18,2001,7,30,31.1,23.9,27.5,7.2,0.3,36.59,2001,7,30,300.37,296.45,79.3,17.88,299.3,302.1,6.6,2.8000000000000114,300.70000000000005,31,31.0, 1.347143e-01, 2.870000e-02, 1.439429e-01, 1.132000e-01
586,15,2001-08-06,0,1,5,0,15,6,27,2001,8,6,30.6,23.9,27.2,6.7,20.1,17.4,2001,8,6,300.35,296.48,79.43,17.87,299.5,301.3,10.82,1.8000000000000114,300.4,32,32.0, 1.926714e-01, 2.467000e-01, 1.882286e-01, 2.009000e-01
587,16,2001-08-13,0,0,4,0,28,6,38,2001,8,13,31.1,26.7,28.9,4.4,3.6,0,2001,8,13,301.05,297.6,81.8,19.13,299.9,302.5,2.3,2.6000000000000227,301.2,33,33.0, 2.008143e-01, 8.985000e-02, 2.051143e-01, 1.278333e-01
588,17,2001-08-20,0,0,12,0,20,3,35,2001,8,20,32.8,25.6,29.2,7.2,0.0,2.82,2001,8,20,301.33,296.12,73.35,17.51,299.4,302.7,0.1,3.3000000000000114,301.04999999999995,34,34.0, 2.017286e-01, 1.720000e-02, 2.022143e-01, 1.255000e-02
589,18,2001-08-27,0,1,10,0,26,4,41,2001,8,27,31.7,24.4,28.0,7.3,9.4,0,2001,8,27,300.79,295.92,74.8,17.29,299.4,302.7,1.9,3.3000000000000114,301.04999999999995,35,35.0, 2.212714e-01, NaN, 2.011286e-01, NaN
590,19,2001-09-03,0,0,6,0,38,7,51,2001,9,3,31.7,23.9,27.8,7.8,1.3,13.79,2001,9,3,300.67,296.78,79.23,18.23,299.4,301.3,5.7,1.900000000000034,300.35,36,36.0, 2.792857e-01, -2.730000e-02, 2.707857e-01, 6.807500e-02
591,20,2001-09-10,0,0,10,0,45,10,65,2001,9,10,32.2,25.6,28.9,6.6,0.8,0,2001,9,10,300.51,297.15,81.88,18.63,299.6,301.5,4.9,1.8999999999999773,300.55,37,37.0, 3.660714e-01, 1.954000e-01, 3.778571e-01, 2.356000e-01
592,21,2001-09-17,0,0,8,0,40,7,55,2001,9,17,31.7,25.6,28.7,6.1,20.1,2.87,2001,9,17,301.21,297.25,79,18.75,300.1,302,3.6,1.8999999999999773,301.05,38,38.0, 1.706333e-01, -4.120000e-02, 1.342857e-01, 4.766667e-02
593,22,2001-09-24,0,2,13,0,37,2,54,2001,9,24,31.1,24.4,27.8,6.7,4.1,0.9,2001,9,24,300.66,296.48,77.95,17.92,300,301.9,3.4,1.8999999999999773,300.95,39,39.0, 2.545714e-01, 9.860000e-02, 2.469286e-01, 1.220750e-01
594,23,2001-10-01,0,0,12,0,43,7,62,2001,10,1,33.9,26.7,30.3,7.2,0.0,0,2001,10,1,301.63,297.88,80.1,19.5,300.5,303.1,2.2,2.6000000000000227,301.8,40,40.0, 2.391714e-01, 1.602500e-01, 1.799714e-01, 8.955000e-02
595,24,2001-10-08,0,0,7,0,51,6,64,2001,10,8,31.1,25.0,28.0,6.1,4.1,3.88,2001,10,8,300.78,296.52,77.88,18.03,299.3,301.7,7.3,2.3999999999999773,300.5,41,41.0, 2.143286e-01, 6.330000e-02, 2.125857e-01, 6.330000e-02
596,25,2001-10-15,0,0,8,0,45,3,56,2001,10,15,26.7,22.8,24.8,3.9,24.9,29,2001,10,15,298.82,296.1,84.95,17.54,297.8,299.8,37.2,2,298.8,42,42.0, 2.187571e-01, NaN, 1.630000e-01, NaN
597,26,2001-10-22,0,1,14,0,45,5,65,2001,10,22,31.1,25.0,28.0,6.1,0.8,0,2001,10,22,300.24,296.9,82.1,18.4,298.9,301.6,2.4,2.7000000000000455,300.25,43,43.0, 2.529000e-01, -1.410000e-02, 2.228286e-01, 2.121000e-01
598,27,2001-10-29,0,0,10,0,55,6,71,2001,10,29,31.1,24.4,27.8,6.7,1.0,0,2001,10,29,300.16,296.69,81.38,18.16,299,301.7,3.4,2.6999999999999886,300.35,44,44.0, 2.274571e-01, -1.935000e-02, 1.600286e-01, 5.955000e-02
599,28,2001-11-05,0,0,13,0,57,5,75,2001,11,5,30.6,23.3,27.0,7.3,4.1,0,2001,11,5,300.04,296.08,78.85,17.58,298.2,301.7,1.4,3.5,299.95,45,45.0, 9.473333e-02, 2.840000e-02, 9.162857e-02, 8.600000e-03
600,29,2001-11-12,0,0,22,0,41,8,71,2001,11,12,30.0,23.9,27.0,6.1,0.0,2.63,2001,11,12,300.08,295.23,74.75,16.59,299,301.5,0.1,2.5,300.25,46,46.0, 1.961714e-01, 9.410000e-02, 2.132000e-01, 1.127000e-01
601,30,2001-11-19,0,3,13,0,47,9,72,2001,11,19,30.0,22.8,26.4,7.2,0.3,0,2001,11,19,299.16,295.22,79.3,16.67,298,301.2,3.1,3.1999999999999886,299.6,47,47.0, 2.202286e-01, 1.663000e-01, 2.337000e-01, 1.899750e-01
602,31,2001-11-26,0,0,10,0,33,4,47,2001,11,26,28.3,23.9,26.1,4.4,0.8,0,2001,11,26,298.07,292.3,70.4,13.92,297.3,298.7,1.5,1.3999999999999773,298,48,48.0, 2.206286e-01, 2.151500e-01, 1.987000e-01, 2.261500e-01
603,32,2001-12-03,0,1,10,0,11,5,27,2001,12,3,29.4,22.8,26.1,6.6,4.8,13.35,2001,12,3,298.81,296.21,85.62,17.65,297.3,300.8,2.9,3.5,299.05,49,49.0, 9.694286e-02, -4.680000e-02, 8.650000e-02, -4.060000e-02
604,33,2001-12-10,0,2,15,0,16,2,35,2001,12,10,29.4,23.9,26.6,5.5,5.1,0,2001,12,10,298.96,296.1,84.25,17.54,297.9,300.1,3.34,2.2000000000000455,299,50,50.0, 2.047143e-01, 8.100000e-03, 1.787714e-01, 9.747500e-02
605,34,2001-12-17,0,2,8,0,12,3,25,2001,12,17,27.8,23.9,25.8,3.9,5.8,19.86,2001,12,17,298.21,296.26,89.12,17.72,297.6,298.7,19.6,1.099999999999966,298.15,51,51.0, 7.120000e-02, 2.285000e-02, 5.045714e-02, 5.653333e-02
606,35,2001-12-24,0,1,9,0,8,1,19,2001,12,24,27.2,23.3,25.2,3.9,0.3,0,2001,12,24,297.45,293.84,80.45,15.24,296.8,298.4,1.69,1.599999999999966,297.6,52,52.0, 2.236222e-01, 1.814000e-01, 1.965111e-01, 1.358667e-01
607,36,2002-01-01,0,1,12,0,22,2,37,2002,1,1,29.4,21.7,25.5,7.7,0.0,0,2002,1,1,298.74,294.63,78.03,15.99,297.2,300.1,0.2,2.900000000000034,298.65,1,1.0, 1.975429e-01, 5.475000e-02, 1.423286e-01, 8.103333e-02
608,37,2002-01-08,0,1,10,0,21,6,38,2002,1,8,28.9,21.7,25.3,7.2,0.5,0,2002,1,8,298.75,294.93,79.55,16.27,297.1,300.6,0,3.5,298.85,2,2.0, 2.464333e-01, 1.064250e-01, 1.778167e-01, 2.900000e-01
609,38,2002-01-15,0,0,12,0,18,4,34,2002,1,15,30.6,22.8,26.7,7.8,0.0,0,2002,1,15,298.87,293.63,72.72,14.99,298.3,299.9,0,1.599999999999966,299.1,3,3.0, 1.956714e-01, 5.940000e-02, 1.562857e-01, 5.260000e-02
610,39,2002-01-22,0,1,6,0,15,4,26,2002,1,22,28.3,23.9,26.1,4.4,3.0,0,2002,1,22,298.57,294.29,77.22,15.6,297.9,299.5,0,1.6000000000000227,298.7,4,4.0, 1.341000e-01, 2.880000e-02, 1.462286e-01, 6.663333e-02
611,40,2002-01-29,0,0,6,0,10,3,19,2002,1,29,26.7,22.2,24.5,4.5,0.5,0,2002,1,29,297.8,292.52,72.35,13.99,296.9,298.7,0.7,1.8000000000000114,297.79999999999995,5,,,,,
612,41,2002-02-05,0,0,5,0,13,0,18,2002,2,5,27.8,20.6,24.2,7.2,0.0,0,2002,2,5,297.51,292.92,75.65,14.34,295.6,299.4,0.5,3.7999999999999545,297.5,6,6.0, 1.591714e-01, -6.740000e-02, 1.097286e-01, 4.680000e-02
613,42,2002-02-12,0,0,7,0,13,2,22,2002,2,12,29.4,21.1,25.2,8.3,0.0,0,2002,2,12,297.94,292.77,73.15,14.24,296.2,299.6,0,3.400000000000034,297.9,7,7.0, 2.546714e-01, 4.910000e-02, 1.978000e-01, 9.232500e-02
614,43,2002-02-19,0,0,5,0,9,2,16,2002,2,19,27.2,23.3,25.2,3.9,3.0,0,2002,2,19,296.96,294.72,87.22,16.05,296,297.7,12.2,1.6999999999999886,296.85,8,8.0, 2.220000e-01, 4.780000e-02, 1.773143e-01, 6.175000e-02
615,44,2002-02-26,0,0,5,0,10,3,18,2002,2,26,26.1,22.8,24.5,3.3,0.3,0,2002,2,26,296.19,292.69,80.52,14.16,295.1,297,2.6,1.8999999999999773,296.05,9,9.0, 1.402000e-01, 3.150000e-02, 1.603429e-01, 9.620000e-02
616,45,2002-03-05,0,0,2,0,4,0,6,2002,3,5,28.9,22.2,25.5,6.7,0.8,0,2002,3,5,297.39,291.38,69.43,13.05,296.3,298.6,0.2,2.3000000000000114,297.45000000000005,10,10.0, 1.984167e-01, 4.200000e-02, 2.499833e-01, 5.110000e-02
617,46,2002-03-12,0,0,3,0,8,1,12,2002,3,12,29.4,22.2,25.8,7.2,0.3,0,2002,3,12,298,293.53,76.2,14.89,296.7,299.6,0.3,2.900000000000034,298.15,11,11.0, 2.196286e-01, 7.090000e-02, 1.894857e-01, 1.254500e-01
618,47,2002-03-19,0,0,3,0,3,0,6,2002,3,19,28.3,23.3,25.8,5.0,0.0,0,2002,3,19,297.98,293.15,74.65,14.58,297.1,299.5,0.2,2.3999999999999773,298.3,12,12.0, 2.791000e-01, 1.535000e-01, 2.480857e-01, 1.688000e-01
619,48,2002-03-26,0,0,2,0,4,0,6,2002,3,26,30.0,22.8,26.4,7.2,0.3,0,2002,3,26,298.4,293.62,74.95,15.02,297.4,299.9,0.1,2.5,298.65,13,13.0, 3.203857e-01, 1.777000e-01, 3.209286e-01, 3.167000e-01
620,49,2002-04-02,0,0,1,0,2,0,3,2002,4,2,31.1,23.9,27.5,7.2,0.0,0,2002,4,2,298.47,294.9,80.75,16.27,297.2,300.1,2.9,2.900000000000034,298.65,14,14.0, 2.157714e-01, -5.600000e-03, 1.786000e-01, 1.300000e-03
621,50,2002-04-09,0,0,3,0,3,1,7,2002,4,9,28.3,23.3,25.8,5.0,3.3,0,2002,4,9,296.95,293,78.57,14.4,296,297.8,5.2,1.8000000000000114,296.9,15,15.0, 1.263571e-01, -2.630000e-02, 1.143571e-01, 3.695000e-02
622,51,2002-04-16,0,0,0,0,4,2,6,2002,4,16,29.4,21.7,25.5,7.7,9.7,3.8,2002,4,16,297.46,295.1,86.57,16.43,296.6,298.9,11.5,2.2999999999999545,297.75,16,16.0, 2.039714e-01, NaN, 1.771857e-01, NaN
623,52,2002-04-23,0,0,0,0,1,0,1,2002,4,23,30.0,23.3,26.6,6.7,1.0,3.43,2002,4,23,298.63,296.15,86.25,17.55,297.1,300.2,0.9,3.099999999999966,298.65,17,17.0, 1.135714e-01, -1.760000e-02, 1.116286e-01, 5.190000e-02
624,1,2002-04-30,0,0,1,0,2,0,3,2002,4,30,29.4,23.3,26.3,6.1,9.7,47.22,2002,4,30,298.8,294.86,78.92,16.24,297.2,300.5,1.4,3.3000000000000114,298.85,18,18.0, 2.115857e-01, 1.506000e-01, 1.536571e-01, 1.616000e-01
625,2,2002-05-07,0,0,1,0,1,0,2,2002,5,7,28.9,22.8,25.8,6.1,5.8,0,2002,5,7,298.77,295.02,79.78,16.34,297.6,300.1,1.4,2.5,298.85,19,19.0, 2.110000e-01, 1.937500e-01, 1.759143e-01, 1.611000e-01
626,3,2002-05-14,0,0,0,0,2,0,2,2002,5,14,30.6,23.3,27.0,7.3,0.0,0,2002,5,14,299.33,293.77,71.45,15.14,298.2,301,0,2.8000000000000114,299.6,20,20.0, 2.559286e-01, 1.138000e-01, 2.269286e-01, 9.725000e-02
627,4,2002-05-21,0,0,0,0,1,0,1,2002,5,21,31.7,25.6,28.7,6.1,0.0,0,2002,5,21,300.05,296.02,78.78,17.41,299.1,301.3,0.2,2.1999999999999886,300.20000000000005,21,21.0, 2.122857e-01, 3.345000e-02, 2.002714e-01, 1.033000e-01
628,5,2002-05-28,0,0,2,0,6,2,10,2002,5,28,31.7,23.3,27.5,8.4,1.5,9.91,2002,5,28,298.92,295.27,80.45,16.65,297.5,300.8,2.2,3.3000000000000114,299.15,22,22.0, 1.880286e-01, 5.325000e-02, 1.696000e-01, 7.780000e-02
629,6,2002-06-04,0,0,0,0,2,1,3,2002,6,4,30.0,25.6,27.8,4.4,2.5,23.25,2002,6,4,299.52,296.3,82.75,17.77,298.1,301.5,4.8,3.3999999999999773,299.8,23,23.0, 1.304429e-01, 4.185000e-02, 1.511429e-01, 7.220000e-02
630,7,2002-06-11,0,0,1,0,2,0,3,2002,6,11,32.8,24.4,28.6,8.4,1.3,0,2002,6,11,300.32,296.38,78.85,17.73,298.4,301.7,0.73,3.3000000000000114,300.04999999999995,24,24.0, 1.073143e-01, NaN, 1.113286e-01, 5.743333e-02
631,8,2002-06-18,0,0,0,0,1,0,1,2002,6,18,31.1,23.3,27.2,7.8,6.4,1.47,2002,6,18,299.41,296.98,86.55,18.43,298.6,300.8,7.6,2.1999999999999886,299.70000000000005,25,25.0, 2.042143e-01, NaN, 1.528143e-01, 4.446667e-02
632,9,2002-06-25,0,0,0,0,0,1,1,2002,6,25,31.1,25.0,28.0,6.1,0.0,0,2002,6,25,300.38,296.2,77.95,17.51,299.1,301.9,0,2.7999999999999545,300.5,26,26.0, 2.136000e-01, NaN, 1.969143e-01, 1.173000e-01
633,10,2002-07-02,0,0,0,0,2,0,2,2002,7,2,31.7,25.0,28.4,6.7,0.3,2.32,2002,7,2,300.28,295.78,76.4,17.09,299.2,301.5,0.7,2.3000000000000114,300.35,27,27.0, 2.072429e-01, -9.666667e-03, 1.649286e-01, 6.500000e-03
634,11,2002-07-09,0,0,0,0,6,0,6,2002,7,9,31.7,25.0,28.4,6.7,0.0,5.88,2002,7,9,300.78,296.35,76.9,17.74,299.6,302.1,1.7,2.5,300.85,28,28.0, 2.541286e-01, -2.455000e-02, 2.121000e-01, 1.960000e-02
635,12,2002-07-16,0,0,3,0,0,0,3,2002,7,16,31.1,26.7,28.9,4.4,0.0,1.07,2002,7,16,300.26,295.5,75.38,16.86,299,301.7,0.5,2.6999999999999886,300.35,29,29.0, 1.880429e-01, NaN, 1.803286e-01, 3.774000e-02
636,13,2002-07-23,0,0,1,0,2,0,3,2002,7,23,31.7,25.0,28.4,6.7,5.6,12.56,2002,7,23,300.07,296.5,80.93,17.94,299,301.2,7.6,2.1999999999999886,300.1,30,30.0, 2.192857e-01, -7.045000e-02, 2.245429e-01, -2.133333e-02
637,14,2002-07-30,0,0,3,0,1,1,5,2002,7,30,31.7,26.1,28.9,5.6,0.3,0,2002,7,30,301.52,297.62,79.52,19.15,300.1,303.3,0.9,3.1999999999999886,301.70000000000005,31,31.0, 1.435833e-01, -8.360000e-02, 1.011714e-01, 2.780000e-02
638,15,2002-08-06,0,1,1,0,2,0,4,2002,8,6,33.3,24.4,28.8,8.9,1.8,0.93,2002,8,6,300.94,296.58,77.35,18.04,299.3,303,3.1,3.6999999999999886,301.15,32,32.0, 2.511429e-01, -6.000000e-04, 2.696571e-01, 5.510000e-02
639,16,2002-08-13,0,0,1,0,6,0,7,2002,8,13,32.2,23.9,28.0,8.3,5.8,0,2002,8,13,301.05,296.45,76.4,17.88,299.4,302.3,3.35,2.900000000000034,300.85,33,33.0, 1.990571e-01, 1.000000e-04, 1.385286e-01, 3.865000e-02
640,17,2002-08-20,0,0,2,0,3,1,6,2002,8,20,31.7,25.6,28.7,6.1,0.3,2.95,2002,8,20,301.33,296.27,73.95,17.65,300.4,302.6,1.6,2.2000000000000455,301.5,34,34.0, 2.146333e-01, 7.760000e-02, 1.704000e-01, -7.720000e-02
641,18,2002-08-27,0,0,3,0,1,1,5,2002,8,27,31.7,25.0,28.4,6.7,1.8,0,2002,8,27,301.31,295.95,72.68,17.34,300.1,302.8,0.6,2.6999999999999886,301.45000000000005,35,35.0, 1.957857e-01, 9.000000e-04, 1.185286e-01, -4.450000e-03
642,19,2002-09-03,0,0,4,0,3,0,7,2002,9,3,31.1,25.0,28.0,6.1,0.0,1.48,2002,9,3,300.48,296.33,78.38,17.81,299.1,302.8,1.8,3.6999999999999886,300.95000000000005,36,36.0, 1.647667e-01, 8.950000e-02, 1.637571e-01, 6.480000e-02
643,20,2002-09-10,0,0,4,0,2,0,6,2002,9,10,32.8,25.0,28.9,7.8,1.5,0.42,2002,9,10,301.14,296.9,77.88,18.42,299.5,302.2,2.8,2.6999999999999886,300.85,37,37.0, 2.319714e-01, 3.300000e-02, 2.399571e-01, -2.545000e-02
644,21,2002-09-17,0,0,2,0,1,1,4,2002,9,17,32.2,24.4,28.3,7.8,0.5,0.68,2002,9,17,301.32,297,77.57,18.54,300,302.8,0.4,2.8000000000000114,301.4,38,38.0, 1.659286e-01, NaN, 1.409857e-01, 1.655000e-02
645,22,2002-09-24,0,0,1,0,2,1,4,2002,9,24,31.1,22.8,27.0,8.3,35.3,14.55,2002,9,24,300.54,297.03,81.22,18.55,299.8,301.4,12.3,1.599999999999966,300.6,39,39.0, 1.283571e-01, 5.410000e-02, 8.348571e-02, 3.885000e-02
646,23,2002-10-01,0,0,1,0,2,4,7,2002,10,1,31.7,25.0,28.4,6.7,0.5,0.86,2002,10,1,301.17,296.75,76.95,18.2,300,302.3,2.7,2.3000000000000114,301.15,40,40.0, 7.960000e-02, 7.375000e-02, 6.807143e-02, 7.326667e-02
647,24,2002-10-08,0,0,1,0,8,0,9,2002,10,8,32.2,23.9,28.0,8.3,2.8,17.17,2002,10,8,300.54,296.07,76.57,17.51,299.5,301.6,4.6,2.1000000000000227,300.55,41,41.0, 2.429714e-01, -5.385000e-02, 2.187286e-01, -7.390000e-02
648,25,2002-10-15,0,0,1,0,4,0,5,2002,10,15,31.7,24.4,28.0,7.3,27.9,0,2002,10,15,300.57,296.81,79.93,18.29,299.4,301.7,2.9,2.3000000000000114,300.54999999999995,42,42.0, 1.269143e-01, NaN, 1.894143e-01, 3.505000e-02
649,26,2002-10-22,0,0,1,0,3,1,5,2002,10,22,31.7,24.4,28.0,7.3,3.0,0,2002,10,22,300.53,296.29,77.8,17.73,299.7,301.5,2.8,1.8000000000000114,300.6,43,43.0, 2.304000e-01, -1.115000e-01, 2.082429e-01, -1.136000e-01
650,27,2002-10-29,0,0,1,0,7,2,10,2002,10,29,30.6,23.3,27.0,7.3,3.3,0,2002,10,29,300.42,295.87,76.32,17.29,298.9,302.1,1.4,3.2000000000000455,300.5,44,44.0, 1.993429e-01, 7.350000e-03, 1.795429e-01, -2.545000e-02
651,28,2002-11-05,0,0,2,0,4,0,6,2002,11,5,31.1,23.9,27.5,7.2,0.0,0,2002,11,5,300.76,295.3,72.18,16.68,299.7,302.2,0,2.5,300.95,45,45.0, 2.918000e-01, 2.614000e-01, 3.185000e-01, 1.102200e-01
652,29,2002-11-12,0,0,2,0,10,1,13,2002,11,12,30.6,23.9,27.2,6.7,3.8,0,2002,11,12,300.03,295.77,77.6,17.15,298.6,301.1,3.8,2.5,299.85,46,46.0, 2.781571e-01, 1.478333e-01, 2.477286e-01, -3.125000e-03
653,30,2002-11-19,0,0,0,0,6,0,6,2002,11,19,28.9,21.7,25.3,7.2,18.3,11.61,2002,11,19,299.03,295.44,80.6,16.81,297.8,300.2,10.27,2.3999999999999773,299,47,47.0, 2.220571e-01, NaN, 1.913857e-01, -1.225000e-01
654,31,2002-11-26,0,0,0,0,2,3,5,2002,11,26,30.0,23.9,27.0,6.1,1.8,0,2002,11,26,299.99,295.79,77.8,17.17,299.1,301.1,4.5,2,300.1,48,48.0, 2.773286e-01, -5.633333e-03, 2.907286e-01, -3.725000e-02
655,32,2002-12-03,0,0,2,0,3,0,5,2002,12,3,30.0,23.3,26.6,6.7,1.5,0,2002,12,3,300.25,295.14,73.75,16.51,299.4,301.4,0,2,300.4,49,49.0, 2.790857e-01, -2.439000e-01, 2.488429e-01, -1.209333e-01
656,33,2002-12-10,0,0,4,0,5,0,9,2002,12,10,29.4,22.8,26.1,6.6,1.3,0,2002,12,10,299.44,294.68,75.15,15.99,297.7,301.1,2.4,3.400000000000034,299.4,50,50.0, 1.993000e-01, -1.743000e-01, 1.713000e-01, -7.230000e-02
657,34,2002-12-17,0,0,1,0,2,0,3,2002,12,17,29.4,23.3,26.3,6.1,0.0,0,2002,12,17,298.71,294.29,76.57,15.67,297.2,300.7,3.9,3.5,298.95,51,51.0, 1.854143e-01, -4.300000e-02, 2.088000e-01, -1.289500e-01
658,35,2002-12-24,0,1,0,0,4,1,6,2002,12,24,29.4,22.2,25.8,7.2,1.5,0,2002,12,24,299.11,294.7,76.82,16.05,298.1,300.2,0.1,2.099999999999966,299.15,52,52.0, 2.434333e-01, 3.580000e-02, 1.369286e-01, -2.528000e-01
659,36,2003-01-01,0,2,1,0,8,0,11,2003,1,1,27.8,22.8,25.3,5.0,18.5,0,2003,1,1,297.95,294.73,82.4,16.04,296.8,298.5,14.2,1.6999999999999886,297.65,1,1.0, 2.304571e-01, -7.195000e-02, 1.757143e-01, -4.525000e-02
660,37,2003-01-08,0,1,1,0,5,0,7,2003,1,8,30.0,22.2,26.1,7.8,0.0,0,2003,1,8,298.45,294.03,76.65,15.44,296,301.1,0,5.100000000000023,298.55,2,2.0, 1.805500e-01, -2.000000e-01, 1.824833e-01, -7.096667e-02
661,38,2003-01-15,0,0,1,0,5,1,7,2003,1,15,30.6,23.3,27.0,7.3,0.0,0,2003,1,15,299.36,294.67,75.7,16.02,298.2,301,0,2.8000000000000114,299.6,3,3.0, 2.926429e-01, 4.660000e-02, 2.266286e-01, 8.225000e-03
662,39,2003-01-22,0,0,1,0,12,2,15,2003,1,22,29.4,20.6,25.0,8.8,0.0,0,2003,1,22,298.86,293.77,73.65,15.18,297.6,300.7,0,3.099999999999966,299.15,4,4.0, 1.781714e-01, 5.374000e-02, 1.565714e-01, 7.137500e-02
663,40,2003-01-29,0,1,1,0,7,0,9,2003,1,29,28.3,22.2,25.2,6.1,6.6,0,2003,1,29,298.12,293.86,77.2,15.23,297.4,299.2,2.6,1.8000000000000114,298.29999999999995,5,5.0, 8.465000e-02, 2.140000e-02, 1.010286e-01, 5.420000e-02
664,41,2003-02-05,0,0,1,0,4,1,6,2003,2,5,28.9,21.7,25.3,7.2,0.8,59.83,2003,2,5,297.74,295.39,86.9,16.75,296.6,299.4,6.6,2.7999999999999545,298,6,6.0, 1.939857e-01, 5.670000e-02, 1.746714e-01, 7.020000e-02
665,42,2003-02-12,0,0,2,0,4,0,6,2003,2,12,30.6,22.2,26.4,8.4,0.3,0,2003,2,12,298.88,294.2,75.72,15.54,297.4,300.9,0.4,3.5,299.15,7,7.0, 1.922667e-01, NaN, 2.225000e-01, -9.663333e-02
666,43,2003-02-19,0,0,3,0,3,0,6,2003,2,19,28.3,22.2,25.2,6.1,0.8,0,2003,2,19,298.5,294.36,77.9,15.65,297.8,299.7,0.8,1.8999999999999773,298.75,8,8.0, 1.614286e-01, 1.500000e-03, 1.584857e-01, -3.445000e-02
667,44,2003-02-26,0,0,2,0,5,0,7,2003,2,26,29.4,20.6,25.0,8.8,0.0,0,2003,2,26,298.8,293.2,71.25,14.63,297.6,300.6,0,3,299.1,9,9.0, 1.286333e-01, -3.046667e-02, 1.561167e-01, -1.000000e-04
668,45,2003-03-05,0,0,2,0,7,1,10,2003,3,5,30.6,21.7,26.2,8.9,0.0,0,2003,3,5,299.09,293.41,70.93,14.82,298.2,300.6,0,2.400000000000034,299.4,10,10.0, 3.221857e-01, -2.063500e-01, 2.998286e-01, -1.410000e-01
669,46,2003-03-12,0,0,1,0,7,0,8,2003,3,12,30.0,22.2,26.1,7.8,1.0,0,2003,3,12,298.86,293.6,72.65,14.97,297.9,300.4,0,2.5,299.15,11,11.0, 1.018429e-01, 2.535000e-02, 1.365286e-01, 4.810000e-02
670,47,2003-03-19,0,0,5,0,2,0,7,2003,3,19,31.1,24.4,27.8,6.7,0.0,0,2003,3,19,298.97,294.61,76.83,16.02,298,300.5,5.5,2.5,299.25,12,12.0, 1.556429e-01, -5.203333e-02, 1.822714e-01, 1.422000e-02
671,48,2003-03-26,0,1,2,0,7,2,12,2003,3,26,30.6,22.2,26.4,8.4,23.9,0,2003,3,26,298.77,294.39,77.02,15.83,296.8,301,1.2,4.199999999999989,298.9,13,13.0, 1.527286e-01, -1.169000e-01, 1.867714e-01, -9.157500e-02
